sample	mach	seq_date	initial	passed_filter_reads	low_quality_reads	too_many_n_reads	too_short_reads	too_long_reads	raw_total_reads	raw_total_bases	raw_q20_bases	raw_q30_bases	raw_q20_rate	raw_q30_rate	raw_read1_mean_length	raw_read2_mean_length	raw_gc_content	total_reads	total_bases	q20_bases	q30_bases	q20_rate	q30_rate	read1_mean_length	read2_mean_length	gc_content	homozygosity	heterozygosity	genomesize	repeatsize	uniquesize	modelfit	errorrate	num_contigs	num_contigs_mitochondrion	num_contigs_plastid	num_contigs_prokarya	bp_mitochondrion	bp_plastid	bp_prokarya	complete	single_copy	multi_copy	fragmented	missing	n_markers	domain	number_of_scaffolds	number_of_contigs	total_length	percent_gaps	scaffold_n50	contigs_n50	unique_k_mers_assembly	k_mers_total	qv	error	k_mer_set	solid_k_mers	total_k_mers	completeness	depmethod	adjust	readbp	mapadjust	scdepth	estgenomesize
OG99	NOVA	231024	AD	303327320	4191810	4042	7359260	0	314882432	46740585764	45107939661	42769737820	0.96507	0.915045	148	148	0.425729	303327320	45222036037	43888033896	41690240513	0.970501	0.921901	149	149	0.424631	99.4414%	0.567215%	626,020,244	50,205,428	575,814,816	99.378%	0.214075%	10560981	5	2	1	23043	2377	1488	80.5	79.5	1	8.7	10.8	3640	eukaryota	87532	87532	664703028	0.000%	20503	20503	14340	662952388	59.8715	1.03004e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG101	NOVA	231024	AD	308566950	8989416	4038	10176192	0	327736596	48762435355	46403012052	43637744057	0.951614	0.894905	148	148	0.438372	308566950	45964717054	44248460837	41781924214	0.962661	0.909	148	148	0.435788	98.7217%	1.28544%	502,040,324	31,515,494	470,524,830	98.9989%	0.29592%	11178403	32	13	52	59363	16366	63961	64.4	62.4	2	13.3	22.3	3640	eukaryota	234443	234443	635768745	0.000%	7244	7244	44322	631079885	54.7567	3.34449e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG108	NOVA	231024	AD	314264924	5405644	4306	5230360	0	324905234	48505333491	46648227509	44082915219	0.961713	0.908826	149	149	0.425778	314264924	46934565960	45440863651	43044961237	0.968175	0.917127	149	149	0.424304	99.3446%	0.751314%	663,406,254	29,155,351	634,250,903	93.0473%	0.233626%	11494738	5	11	2	25647	18327	2609	80.4	79.6	0.8	8.8	10.8	3640	eukaryota	63164	63164	761838735	0.000%	33405	33405	15884	760575455	60.024	9.94495e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG38	NOVA	231024	AD	312577734	4004494	4254	7563600	0	324150082	48081539065	46505992627	44152408191	0.967232	0.918282	148	148	0.415855	312577734	46590011222	45297244360	43079032891	0.972252	0.924641	149	149	0.415032	99.2179%	0.792506%	652,132,532	60,926,239	591,206,293	99.0446%	0.199361%	13165168	46	26	50	83182	37954	67013	70.9	70.2	0.7	11.2	17.9	3640	eukaryota	232565	232566	779895650	0.000%	9264	9264	20897	775242004	58.9157	1.28361e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG87	NOVA	231024	AD	116371394	1831444	1654	2866054	0	121070546	17971837609	17263293800	16270065591	0.960575	0.905309	148	148	0.421883	116371394	17352266435	16770248509	15839283676	0.966459	0.912808	149	149	0.420996	99.6136%	0.544501%	718,977,260	107,265,204	611,712,056	99.1693%	0.256375%	12161922	23	9	29	48810	11800	57176	65.6	65.1	0.5	12.2	22.2	3640	eukaryota	140875	140875	767860658	0.000%	11292	11292	26413	765043158	57.8408	1.64407e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG114	NOVA	231024	AD	348703602	4107400	4518	9479284	0	362294804	53894715164	51807789984	48736749661	0.961278	0.904296	148	148	0.416434	348703602	51995225632	50290765825	47405514840	0.967219	0.911728	149	149	0.41584	99.6463%	0.369047%	698,045,379	83,205,016	614,840,363	98.8971%	0.239567%	12993745	42	32	16	77650	47378	24024	57.5	56.8	0.7	15.6	26.9	3640	eukaryota	147660	147660	774729295	0.000%	11165	11165	21735	771776095	58.7255	1.34108e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG113	NOVA	231024	AD	317824036	5828838	4246	6982830	0	330639950	49177299526	47086870186	44199870935	0.957492	0.898786	148	148	0.420323	317824036	47420473031	45704397240	43003468267	0.963811	0.906854	149	149	0.419556	99.5791%	0.453044%	647,244,129	129,400,401	517,843,728	98.9862%	0.322508%	12650086	25	7	36	52934	9601	61547	67.8	67.1	0.7	11.5	20.7	3640	eukaryota	150305	150305	676646488	0.000%	11345	11345	25660	673640388	57.4138	1.81392e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG7	NOVA	231024	AD	95867048	1079266	1364	2240274	0	99187952	14732859201	14187031230	13359221802	0.962952	0.906764	148	148	0.407854	95867048	14300587545	13837548802	13049382217	0.967621	0.912507	149	149	0.406973	100%	100%	264,747,472	75,532,994	189,214,477	77.3133%	2.55736%	17839563	21	13	22	46015	15476	33635	48	47.2	0.8	17.4	34.6	3640	eukaryota	328713	328713	1086791911	0.000%	7757	7757	119616	1080217651	52.7792	5.27329e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG53	NOVA	231024	AD	325472012	4906848	4404	8668642	0	339051906	50329225971	48560620917	46032578510	0.964859	0.914629	148	148	0.436498	325472012	48509093520	47114017323	44760673550	0.971241	0.922727	149	149	0.435471	99.566%	0.445999%	638,051,634	65,547,831	572,503,803	99.0984%	0.218633%	11656895	8	4	8	28227	5827	11966	77.7	76.7	1	9.1	13.2	3640	eukaryota	115689	115689	689990267	0.000%	16907	16907	14796	687676487	59.8945	1.02458e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG40	NOVA	231024	AD	358985974	5249180	4834	9248422	0	373488410	55430408759	53363293341	50390922228	0.962708	0.909084	148	148	0.426117	358985974	53477038966	51787292725	49002926340	0.968402	0.916336	148	148	0.425579	99.5143%	0.49216%	619,884,661	37,594,295	582,290,367	99.1464%	0.242467%	10151454	3	0	6	18994	NA	8093	81.7	80.7	1	7.8	10.5	3640	eukaryota	79905	79905	652182313	0.000%	27271	27271	10249	650584213	61.2484	7.50174e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG115	NOVA	231024	AD	331384574	4842828	4348	7426744	0	343658494	51099961754	49259036139	46595625809	0.963974	0.911852	148	148	0.421366	331384574	49415479868	47908092277	45408262433	0.969496	0.918908	149	149	0.420355	99.3528%	0.651336%	538,199,858	20,704,995	517,494,863	99.2561%	0.226897%	8752853	7	7	6	24025	8627	7336	84.7	83.9	0.8	6.5	8.8	3640	eukaryota	60666	60666	569108125	0.000%	45253	45253	8757	567894805	61.3413	7.34296e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG103	NOVA	240313	LA	281574530	9947508	132212	9722408	0	301376658	44498938251	42107390463	39354493348	0.946256	0.884392	147	147	0.459788	281574530	41906451402	40100427230	37621983883	0.956903	0.897761	148	148	0.455657	99.3448%	0.668092%	455,295,727	38,170,930	417,124,797	97.967%	0.398666%	NA	NA	NA	NA	NA	NA	NA	76.9	75.8	1.1	8.6	14.5	3640	eukaryota	80367	80367	505768377	0.000%	19572	19572	28486	504161037	55.7015	2.69063e-06	all	446928257	487226951	91.729	mpileup	IndelRatio	20956340445	0.999964789220407	38.93	538368008
OG116	NOVA	240313	LA	265014202	5480152	300322	18021492	0	288816168	41919616124	39773178428	37050456041	0.948796	0.883845	145	144	0.452939	265014202	39255119992	37627408074	35152258527	0.958535	0.895482	148	148	0.449578	96.6004%	18.5147%	327,549,239	63,916,125	263,633,115	98.1613%	0.391802%	NA	NA	NA	NA	NA	NA	NA	86.3	85.4	0.9	6.3	7.4	3640	eukaryota	57513	57513	569000202	0.000%	49755	49755	16410	567849942	58.6134	1.37614e-06	all	533939760	595161329	89.7134	mpileup	IndelRatio	19636528393	0.998436153367271	29.11	675619547
OG117	NOVA	240313	LA	290174860	5135066	155194	12924222	0	308389342	45452938827	43129121987	40147629501	0.948874	0.883279	147	147	0.417232	290174860	43135096904	41331659801	38589840734	0.958191	0.894627	148	148	0.414912	99.3947%	0.631581%	738,875,331	95,605,593	643,269,738	99.2935%	0.35344%	NA	NA	NA	NA	NA	NA	NA	58.9	58.4	0.5	15.3	25.8	3640	eukaryota	205441	205441	845814433	0.000%	9765	9765	43239	841705613	56.1149	2.44628e-06	all	680555396	752404996	90.4507	mpileup	IndelRatio	21571381930	0.999235972072051	23.44	921171128
OG118	NOVA	240313	LA	279875274	5985638	321782	18935494	0	305118188	44300015577	42142630846	39451234119	0.951301	0.890547	145	145	0.456907	279875274	41445723738	39838897710	37404764109	0.961231	0.9025	148	148	0.453649	93.0466%	11.0324%	350,300,077	94,299,835	256,000,243	98.6478%	0.338905%	NA	NA	NA	NA	NA	NA	NA	86.5	85.6	0.9	6	7.5	3640	eukaryota	56016	56016	568026479	0.000%	50758	50758	14378	566906159	59.1803	1.20774e-06	all	533589707	594604439	89.7386	mpileup	IndelRatio	20728982271	0.999338672120306	29.91	693500599
OG119	NOVA	240313	LA	241937940	5944714	340676	19807712	0	268031042	38538867281	36614737560	34295048609	0.950073	0.889882	143	143	0.461768	241937940	35704413022	34294943925	32224082963	0.960524	0.902524	147	147	0.45889	94.8916%	9.98888%	383,004,071	128,230,126	254,773,945	99.1148%	0.344699%	NA	NA	NA	NA	NA	NA	NA	88.3	87.4	0.9	5	6.7	3640	eukaryota	52623	52623	565871508	0.000%	51974	51974	15634	564819048	58.8005	1.3181e-06	all	530208354	587902696	90.1864	mpileup	IndelRatio	17856998599	0.995487394130343	22.76	788034625
OG193	NOVA	240313	LA	335913172	5675018	133566	8768030	0	350489786	51991203465	49581662723	46289191807	0.953655	0.890327	148	148	0.400722	335913172	50108410422	48089649646	44990133479	0.959712	0.897856	149	149	0.399201	99.7502%	0.262861%	740,135,053	72,063,098	668,071,955	98.8383%	0.38631%	NA	NA	NA	NA	NA	NA	NA	79.8	79	0.8	9.1	11.1	3640	eukaryota	71959	71959	789722481	0.000%	26843	26843	28387	788283301	57.6577	1.71485e-06	all	697074153	724105846	96.2669	mpileup	IndelRatio	25056828641	0.999508133307078	30.2	830134575
OG51	NOVA	240313	LA	348704360	7532936	153930	9845442	0	366236668	54304923674	51739919291	48462627704	0.952767	0.892417	148	148	0.426272	348704360	51991536600	49959452652	46930770859	0.960915	0.902662	149	149	0.424458	99.1779%	0.842034%	661,867,360	72,890,505	588,976,855	97.1841%	0.353103%	NA	NA	NA	NA	NA	NA	NA	70.8	69.8	1	11	18.2	3640	eukaryota	236571	236571	781572649	0.000%	9120	9120	34708	776841229	56.7211	2.12759e-06	all	636279496	701776900	90.6669	mpileup	IndelRatio	25998559805	0.999480160820375	31.96	814002919
OG653	NOVA	240313	LA	313681998	4818584	163790	10729752	0	329394124	48651173415	46624220465	43884549796	0.958337	0.902024	147	147	0.397813	313681998	46696967843	45056319865	42501899125	0.964866	0.910164	148	148	0.396024	99.2173%	0.800302%	736,615,905	84,993,163	651,622,742	98.4731%	0.291018%	NA	NA	NA	NA	NA	NA	NA	72.2	71.4	0.8	12.4	15.4	3640	eukaryota	176159	176159	819651702	0.000%	18874	18874	30129	816128522	57.5499	1.75798e-06	all	698406122	770670517	90.6232	mpileup	IndelRatio	23351175447	0.999128702747036	27.38	853664104
OG655	NOVA	240313	LA	288940720	5342390	78798	6126922	0	300488830	44691587966	42652315866	39918620895	0.95437	0.893202	148	148	0.424034	288940720	43114499090	41419386029	38858564184	0.960683	0.901288	149	149	0.422855	98.6425%	1.40853%	935,500,032	165,129,237	770,370,795	99.3471%	0.361006%	NA	NA	NA	NA	NA	NA	NA	43.6	42.6	1	17.2	39.2	3640	eukaryota	496774	496774	1221018034	0.000%	4885	4885	83869	1211082554	54.8178	3.29779e-06	all	915019201	1030154666	88.8235	mpileup	IndelRatio	21558810035	0.998971643916132	16.42	1314034305
OG656	NOVA	240313	LA	354313666	5431690	138738	9276908	0	369161002	54738260960	52405627326	49203614041	0.957386	0.898889	148	148	0.429248	354313666	52820447414	50875555407	47863345167	0.963179	0.906152	149	149	0.428647	99.2812%	0.742422%	818,601,560	117,990,075	700,611,485	98.178%	0.318751%	NA	NA	NA	NA	NA	NA	NA	64.5	63.4	1.1	14.1	21.4	3640	eukaryota	248069	248069	924208676	0.000%	10813	10813	33800	919247296	57.5673	1.75095e-06	all	769830517	842246305	91.4021	mpileup	IndelRatio	26412849490	0.998454748465436	54.35	486773354
OG661	NOVA	240313	LA	287580060	9932072	169588	14036552	0	311718272	46063459673	43479004289	40695191690	0.943894	0.883459	147	147	0.44038	287580060	42782626027	41069611408	38648600569	0.95996	0.903371	148	148	0.434996	99.5229%	0.543816%	929,882,311	155,848,021	774,034,290	99.1328%	0.344088%	NA	NA	NA	NA	NA	NA	NA	53.5	49.9	3.6	11.8	34.7	3640	eukaryota	239704	239704	1009905143	0.000%	11233	11233	54504	1005111063	55.8799	2.5823e-06	all	823379296	894323322	92.0673	mpileup	IndelRatio	21395032497	0.998107434911715	18.69	1146770209
OG663	NOVA	240313	LA	356080344	6534618	123566	8331440	0	371069968	55130234102	52596832367	49226608173	0.954047	0.892915	148	148	0.427466	356080344	53112532135	51017214785	47863546519	0.960549	0.901172	149	149	0.426629	99.2711%	0.74915%	815,603,830	111,864,164	703,739,667	99.0725%	0.356441%	NA	NA	NA	NA	NA	NA	NA	64.6	63.5	1.1	13.8	21.6	3640	eukaryota	249906	249906	925493406	0.000%	10705	10705	36143	920495286	57.2821	1.86978e-06	all	770344202	843139677	91.3661	mpileup	IndelRatio	26558874106	0.999101468591154	28.05	947726763
OG666	NOVA	240313	LA	289886260	4475686	78474	5869888	0	300310308	44652182971	42834573494	40308959145	0.959294	0.902732	148	148	0.414149	289886260	43244760409	41715513871	39335678061	0.964637	0.909606	149	149	0.413604	99.165%	0.902177%	957,638,805	160,551,147	797,087,658	99.2996%	0.368952%	NA	NA	NA	NA	NA	NA	NA	49.5	48.6	0.9	16.8	33.7	3640	eukaryota	367871	367871	1131909517	0.000%	7418	7418	58040	1124552097	56.0946	2.45776e-06	all	887881568	978376320	90.7505	mpileup	IndelRatio	21623800457	0.998543158697645	18.6	1163963813
OG668	NOVA	240313	LA	305444014	4731624	100152	6957500	0	317233290	47150587432	45160726568	42434976113	0.957798	0.899988	148	148	0.417556	305444014	45571400906	43910688929	41348043752	0.963558	0.907324	149	149	0.416965	98.8045%	1.23782%	954,422,184	167,966,756	786,455,428	99.0954%	0.33921%	NA	NA	NA	NA	NA	NA	NA	42.6	41.4	1.2	18.6	38.8	3640	eukaryota	504835	504837	1228441269	0.000%	4719	4719	74341	1218343327	55.3675	2.90571e-06	all	918122627	1031214041	89.0332	mpileup	IndelRatio	22787368653	0.999161831995781	17.94	1271325399
OG670	NOVA	240313	LA	297782670	5694682	119890	9020936	0	312618178	46239006084	44225072269	41572458059	0.956445	0.899078	147	147	0.429727	297782670	44343643412	42719514678	40257041905	0.963374	0.907842	148	148	0.428926	99.288%	0.74572%	820,419,719	120,230,821	700,188,898	98.8536%	0.316029%	NA	NA	NA	NA	NA	NA	NA	65.8	64.8	1	13.7	20.5	3640	eukaryota	241108	241108	920829451	0.000%	11184	11184	36407	916007291	57.2293	1.89267e-06	all	769130354	843154192	91.2206	mpileup	IndelRatio	22174294936	0.999958198957761	21.83	1015821549
OG671	NOVA	240313	LA	332790646	4803606	124370	9265826	0	346984448	51455644705	49319839484	46364128152	0.958492	0.90105	148	148	0.414747	332790646	49599325871	47841432182	45068289861	0.964558	0.908647	149	149	0.413943	99.5029%	0.53555%	976,139,962	160,675,032	815,464,930	99.3433%	0.299617%	NA	NA	NA	NA	NA	NA	NA	68.1	67.3	0.8	12.9	19	3640	eukaryota	192540	192540	1070839049	0.000%	17096	17096	44324	1066988249	57.0373	1.97819e-06	all	873369465	945231480	92.3974	mpileup	IndelRatio	24802658990	0.999396854785961	21.91	1132665913
OG677	NOVA	240313	LA	298848508	5114750	121368	8612978	0	312697604	46329743812	44322731412	41640557086	0.95668	0.898787	148	148	0.413003	298848508	44536263048	42910723421	40408082151	0.963501	0.907307	149	149	0.411588	99.3064%	0.70496%	613,631,160	41,712,458	571,918,702	97.8772%	0.305708%	NA	NA	NA	NA	NA	NA	NA	84.3	83.4	0.9	7.1	8.6	3640	eukaryota	103204	103205	658807974	0.000%	33155	33155	16141	656741473	59.3168	1.17037e-06	all	602164880	665461192	90.4884	mpileup	IndelRatio	22270749909	0.999278938210449	32.84	678697169
OG684	NOVA	240313	LA	271559496	9625688	177192	18597412	0	299959788	44338246732	41286067065	38218294638	0.931161	0.861971	147	147	0.437417	271559496	40362186588	38433267750	35827328954	0.95221	0.887646	148	148	0.428536	99.3331%	1.0707%	923,952,401	265,847,154	658,105,247	99.0626%	0.473481%	NA	NA	NA	NA	NA	NA	NA	49.6	49	0.6	14.2	36.2	3640	eukaryota	548317	548317	1068614924	0.000%	3836	3836	125618	1057648584	52.4748	5.65608e-06	all	718384758	845316675	84.9841	mpileup	IndelRatio	20185354676	0.998155236744618	13.93	1451272904
OG685	NOVA	240313	LA	276175902	10627488	262182	14602556	0	301668128	44443374630	41476680828	38340548520	0.933248	0.862683	147	147	0.435172	276175902	41111095671	39036444950	36274675401	0.949536	0.882357	148	148	0.430051	98.6843%	1.4123%	838,375,856	180,266,211	658,109,645	98.3171%	0.491392%	NA	NA	NA	NA	NA	NA	NA	40.5	39.7	0.8	12.3	47.2	3640	eukaryota	514535	514535	1015916925	0.000%	3198	3198	118097	1005626225	52.5239	5.59252e-06	all	760570397	885628005	85.8792	mpileup	IndelRatio	20560170781	0.998406049253461	17.76	1159347066
OG687	NOVA	240313	LA	250217072	4565944	91298	6841874	0	261716188	38858741209	36992062051	34583759563	0.951962	0.889987	148	148	0.406134	250217072	37299260442	35782824591	33539769365	0.959344	0.899207	149	149	0.404522	99.6257%	0.493797%	1,013,164,461	123,360,736	889,803,725	99.3782%	0.346379%	NA	NA	NA	NA	NA	NA	NA	65	64	1	14.6	20.4	3640	eukaryota	196901	196901	1089343237	0.000%	17004	17004	50676	1085405217	56.53	2.22331e-06	all	939169159	995195147	94.3704	mpileup	IndelRatio	18652390845	1.00030843278069	15.89	1173390363
OG688	NOVA	240313	LA	300613448	7263534	139498	10218388	0	318234868	47042121358	44552826978	41487202974	0.947084	0.881916	147	147	0.441528	300613448	44750827080	42772489698	39949209803	0.955792	0.892703	148	148	0.439017	99.3116%	0.697514%	559,853,220	38,274,003	521,579,216	98.5913%	0.40014%	NA	NA	NA	NA	NA	NA	NA	81.6	80.8	0.8	7.9	10.5	3640	eukaryota	82883	82883	602381646	0.000%	27342	27342	16355	600723986	58.8724	1.29647e-06	all	546846701	603654829	90.5893	mpileup	IndelRatio	22381352260	0.99890354906588	35.43	632376437
OG689	NOVA	240313	LA	276108488	5756992	101432	7191752	0	289158664	42954246744	40869155886	38210202155	0.951458	0.889556	148	148	0.41285	276108488	41199032704	39512676508	37041966687	0.959068	0.899098	149	149	0.411136	99.8223%	0.204346%	1,006,359,369	118,591,584	887,767,785	99.0315%	0.360291%	NA	NA	NA	NA	NA	NA	NA	75	73.9	1.1	10.1	14.9	3640	eukaryota	107092	107092	1042975397	0.000%	25180	25180	35672	1040833557	57.8727	1.63205e-06	all	923629860	943493886	97.8946	mpileup	IndelRatio	20602249841	0.999325922729808	17.59	1171796083
OG703	NOVA	240313	LA	333240716	8357464	176800	10294788	0	352069768	52049493326	49318152171	45808494831	0.947524	0.880095	147	147	0.42601	333240716	49655788132	47440577645	44183277177	0.955389	0.889791	149	148	0.42268	99.7093%	0.303321%	606,327,965	35,618,019	570,709,946	97.522%	0.393803%	NA	NA	NA	NA	NA	NA	NA	87.9	86.9	1	5.9	6.2	3640	eukaryota	38596	38596	620727467	0.000%	39199	39199	19243	619955547	58.303	1.47808e-06	all	590344576	619756994	95.2542	mpileup	IndelRatio	24830924368	0.999540052533759	36.67	677510459
OG82	NOVA	240313	LA	257329380	9040186	294042	18753712	0	285417320	41552558398	38698410785	35583784540	0.931312	0.856356	145	145	0.447144	257329380	38150142075	36133105222	33384743906	0.947129	0.875088	148	148	0.442565	99.4601%	0.592941%	614,634,422	80,606,101	534,028,321	99.0753%	0.518208%	NA	NA	NA	NA	NA	NA	NA	72.3	71.3	1	10.4	17.3	3640	eukaryota	189657	189657	662408288	0.000%	12143	12143	55149	658615148	53.993	3.98753e-06	all	567915363	621366070	91.3979	mpileup	IndelRatio	19080739204	0.998389373338577	25.41	752166517
OG85	NOVA	240313	LA	300904362	5026640	190390	12064828	0	318186220	46800289109	44286161828	40902716329	0.94628	0.873984	147	147	0.418809	300904362	44765305059	42647956098	39468079641	0.952701	0.881667	148	148	0.416753	99.7231%	0.294809%	621,343,475	60,415,847	560,927,628	98.908%	0.424027%	NA	NA	NA	NA	NA	NA	NA	77.7	77	0.7	9.4	12.9	3640	eukaryota	81864	81864	673969043	0.000%	23398	23398	21041	672331763	58.2673	1.49029e-06	all	583933484	613334446	95.2064	mpileup	IndelRatio	22385442882	0.999149616155894	30.13	743474345
OG91	NOVA	240313	LA	213883714	7901540	230296	20477634	0	242493184	34183782367	32489402975	30585745973	0.950433	0.894744	141	140	0.504047	213883714	31131787993	29945638932	28294719097	0.961899	0.908869	145	145	0.499629	100%	0.385526%	562,673,662	86,721,319	475,952,343	99.7866%	0.309883%	NA	NA	NA	NA	NA	NA	NA	72.2	71.5	0.7	10.1	17.7	3640	eukaryota	82525	82525	496090511	0.000%	14265	14265	25814	494440011	56.0447	2.48618e-06	all	440446932	480094523	91.7417	mpileup	IndelRatio	15573044335	0.999823582989472	25.13	619860234
OG510	NEXT	230323	LP	238971738	1560054	330516	14109966	0	254972274	36870745038	35642328807	34080539615	0.966683	0.924325	144	144	0.399636	238971738	35446132523	34343459817	32857796844	0.968892	0.926978	148	148	0.399511	99.5012%	0.531921%	705,775,970	75,226,345	630,549,625	99.5784%	0.198805%	11759900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG500	NEXT	230323	LP	322590618	1811398	131222	9135466	0	333668704	49347030924	47630191262	45486011318	0.965209	0.921758	147	147	0.413337	322590618	48053645451	46500651706	44443469996	0.967682	0.924872	148	148	0.413631	99.361%	0.690493%	963,091,876	167,661,155	795,430,721	98.2043%	0.782329%	26622496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG507	NEXT	230323	LP	310997850	1787220	143826	9161266	0	322090162	47602879782	45933493056	43856947524	0.964931	0.921309	147	147	0.400954	310997850	46314923896	44804354489	42813839781	0.967385	0.924407	148	148	0.40135	99.6683%	0.347635%	781,164,012	70,672,749	710,491,263	99.5353%	0.164889%	12333376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG488	NEXT	230323	LP	218927168	1521070	243872	11965268	0	232657378	33918827318	32565917535	31000442445	0.960113	0.91396	145	145	0.418706	218927168	32544717741	31357694925	29876527997	0.963526	0.918015	148	148	0.418357	99.8061%	0.228899%	634,331,312	67,692,421	566,638,891	99.4753%	0.212085%	10170577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG424	NEXT	230323	LP	267385044	1392132	59648	5949858	0	274786682	40798092874	39388577631	37605992009	0.965451	0.921759	148	148	0.409092	267385044	39879061164	38592410560	36875090479	0.967736	0.924673	149	149	0.409421	99.5191%	0.591035%	988,631,827	169,668,470	818,963,357	99.1658%	0.147757%	17344365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG483	NEXT	230323	LP	311017354	1619432	91342	8363366	0	321091494	47615821588	45878572303	43752019788	0.963515	0.918855	148	148	0.402904	311017354	46368798590	44799310286	42760404852	0.966152	0.922181	149	149	0.40336	99.4196%	0.676752%	764,810,032	92,231,335	672,578,697	99.6249%	0.578458%	21893116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG515	NEXT	230323	LP	417442962	2680276	289842	16407976	0	436821056	64070007421	61810166726	59003351691	0.964729	0.92092	146	146	0.409291	417442962	62099935545	60053181268	57366020562	0.967041	0.923769	148	148	0.409592	99.5885%	0.429406%	871,714,908	104,740,841	766,974,067	99.3932%	0.198825%	14631655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG508	NEXT	230323	LP	353793702	2908978	222914	11438940	0	368364534	54269781875	52211158636	49795880682	0.962067	0.917562	147	147	0.415378	353793702	52685250552	50848763583	48542129339	0.965142	0.921361	148	148	0.415044	99.7869%	0.218134%	555,252,080	22,092,372	533,159,708	99.4609%	0.187193%	8593535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG285	NOVA	221003	SC	604150266	5857448	11182	20748102	0	630766998	92729459312	90005452170	85632139424	0.970624	0.923462	147	147	0.399048	604150266	89892970993	87541615650	83363882985	0.973843	0.927368	148	148	0.398803	99.8313%	0.180999%	919,156,063	93,007,592	826,148,471	98.6743%	0.195346%	14333617	15	5	1	36034	8185	1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mpileup	IndelRatio	44948584908	0.999265790956261	88.84	506296637
OG294	NOVA	221003	SC	509076534	5057672	9568	22441456	0	536585230	78322700677	75960758996	72073309873	0.969843	0.92021	145	145	0.398292	509076534	75563459805	73527185395	69820470935	0.973052	0.923998	148	148	0.397911	99.3084%	0.713823%	1,016,828,788	170,022,668	846,806,119	98.5317%	0.194247%	19583830	61	50	35	96179	68266	48686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mpileup	IndelRatio	37784487905	0.999356890346801	31.67	1193669189
OG284	NOVA	221003	SC	544763626	5095750	10262	24427096	0	574296734	84033346774	81446812390	77284259107	0.96922	0.919686	146	146	0.398987	544763626	80884432873	78689336079	74739963010	0.972861	0.924034	148	148	0.398568	99.4617%	0.550954%	900,281,375	92,964,106	807,317,269	97.9673%	0.218392%	15553805	39	12	9	77773	14637	14228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mpileup	IndelRatio	40445119232	0.999195052817506	39.66	1020737985
OG369	NOVA	221003	SC	452917504	4822756	8220	11474658	0	469223138	69424491188	67091979504	63470072788	0.966402	0.914232	147	147	0.393645	452917504	67533632857	65492490321	62023160177	0.969776	0.918404	149	149	0.39347	99.7467%	0.268775%	966,832,800	118,199,887	848,632,913	99.0982%	0.24008%	15519547	16	6	4	42250	7149	4783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
